Word,Pron,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy
links,"l""INks",2,NN|VB,567.77,-0.74,172.6,35,1,625.81,-0.51,223.1,26,1
linoleum,"lI.n""o.li@m",1,NN,886.8,0.57,299.03,20,0.59,832.58,0.32,261.62,24,0.92
linseed,"l""In.sid",1,NN,1049.92,0.73,471.68,12,0.36,833.33,0.65,294.01,18,0.72
lint,"l""Int",1,NN,584.32,-0.56,127.7,31,0.94,583.41,-0.74,96.62,22,0.92
Linus,"l""aI.n@s",1,NN,835.05,0.37,327.74,19,0.56,779.14,0.23,229.54,21,0.78
lion,"l""aI@n",1,NN,531.33,-0.9,83.07,33,0.97,571.89,-0.65,67.07,27,1
Lionel,"l""aI@.nl=",1,NN,884.87,0.19,378.25,23,0.77,763.23,0.16,278.19,26,0.93
lioness,"l""aI@n.@s",2,NN,773.71,-0.01,334.91,28,0.85,733.74,0.08,260.41,27,0.96
lionesses,"l""aI@n.@s.@z",3,NN,985.25,0.74,364.53,24,0.75,875.56,0.35,243.27,25,0.96
lionized,"l""aI@n%aIzd",NULL,NULL,751.31,0.22,194.62,13,0.45,730.91,0.04,263.82,23,0.85
lions,"l""aI@nz",2,NN,567.55,-0.64,190.03,33,0.97,590.15,-0.62,155.29,27,1
lion's,"l""aI@nz",2,encl,586.44,-0.67,126.96,34,1,617.88,-0.52,159.8,25,1
lip,"l""Ip",1,NN,591.44,-0.79,273.85,32,0.97,556.32,-0.7,100.66,28,1
lipid,"""laIpId",NULL,NN,723.37,-0.3,196.27,30,0.88,613.56,-0.51,119.75,27,0.96
lips,"l""Ips",2,NN,590.67,-0.77,186.35,33,1,588.04,-0.66,205.5,28,1
lipstick,"l""Ip.st%Ik",2,NN,625.19,-0.53,199.53,32,1,621.07,-0.56,208.14,27,1
liquefaction,"l%I.kw@.f""ak.Sn=",3,NN,859.2,0.64,256.64,10,0.33,851.29,0.52,204.34,14,0.54
liquefy,"l""I.kw@.faI",2,VB,936.63,0.48,446.5,16,0.48,794.08,0.2,313.35,26,0.93
liqueur,"lI.k""3`",1,NN,761.46,0.14,219.31,26,0.79,744.14,-0.04,265.1,22,0.81
liquid,"l""I.kwId",2,JJ|NN,579.88,-0.66,175.91,33,1,585.45,-0.55,110.48,29,1
liquidate,"l""I.kwId.et",3,VB,875.33,0.42,332,27,0.84,662.12,-0.32,148.76,26,0.93
liquidated,"l""I.kwId.%e4.@d",4,VB,891.97,0.26,323.07,32,0.94,693.15,-0.09,193.36,26,0.96
liquidations,"l%I.kwId.""e.Sn=z",5,NN,943.39,0.54,335.39,31,0.94,738.89,0.03,163.5,27,1
liquidating,"l""I.kwId.%e4.IN",4,VB,943.44,0.32,425.61,32,0.97,747.81,0.16,169.74,27,1
liquidation,"l%I.kwId.""e.Sn=",4,NN,932.09,0.32,431.08,35,1,716.18,-0.11,152.63,28,1
liquidity,"lI.kw""I4.@.4i",3,NN,821.16,-0.01,251.99,32,0.97,715.41,-0.11,195.4,17,0.61
liquidize,"l""I.kwId.aIz",3,VB,936.83,0.37,396.92,29,0.88,661,-0.22,140.93,26,1
liquids,"l""I.kwIdz",3,NN,608.37,-0.55,166.83,35,1,617.69,-0.5,123.21,26,1
liquor,"l""I.k@`",1,NN,631.79,-0.57,183.52,33,0.97,641.63,-0.48,280.14,27,0.96
lira,"l""I.r@",1,NN,818.44,0.09,172.89,9,0.27,682.48,-0.1,99.03,23,0.85
Lisa,"l""i.s@",1,NN,549.82,-0.81,128.52,33,1,576.26,-0.71,99.29,27,1
Lisbon,"l""Iz.b@n",1,NN,881.89,0.38,214.23,18,0.56,724.41,-0.1,206.46,22,0.88
lisle,"l""aIl",1,NN,1028,1.18,421.44,2,0.06,915.33,0.56,319.87,12,0.67
lisp,"l""Isp",1,NN|VB,869.5,0.17,528.59,24,0.71,603.04,-0.66,140.76,26,0.96
lisping,"l""Isp.IN",2,VB,934.71,0.44,255.69,14,0.44,642.48,-0.24,104.15,23,0.92
list,"l""Ist",1,NN|VB,528.76,-0.77,76.96,33,0.97,548.71,-0.85,102.94,28,1
listed,"l""Ist.@d",2,VB|JJ,644.76,-0.57,212.56,34,0.97,583.15,-0.67,136.77,27,1
listen,"l""I.sn=",1,VB|NN,526.45,-0.9,120.84,33,0.97,576.52,-0.61,87.66,25,1
listened,"l""I.sn=d",2,VB,610.71,-0.65,220.23,31,0.94,626.72,-0.54,121.94,29,1
listener,"l""I.sn=.@`",2,NN,732.79,-0.41,335.99,33,1,619.46,-0.57,134.78,24,0.89
listeners,"l""I.sn=.@`z",3,NN,745.13,-0.23,419.75,32,0.97,681.88,-0.32,164.01,26,1
listener's,"l""I.sn=.@`z",3,encl,763.36,-0.13,404.5,33,0.97,614,-0.45,119.23,26,0.93
listening,"l""I.sn=.IN",2,VB|NN,659.44,-0.53,237.96,32,0.97,594.08,-0.63,98.16,26,1
listens,"l""I.sn=z",2,VB|NN,616.03,-0.64,161.24,32,1,578.41,-0.68,113.37,27,1
listing,"l""Ist.IN",2,NN|VB,692.5,-0.27,289.28,30,0.97,591.96,-0.57,124.58,27,0.96
listings,"l""Ist.INz",3,NN,662.41,-0.45,230.3,34,0.97,627.86,-0.38,135.36,28,1
listless,"l""Ist.l@s",2,JJ,804.61,-0.03,353.19,33,0.97,699.85,-0.27,173.61,27,0.96
listlessly,"l""Ist.l@s.li",3,RB,840.62,0.24,312.5,26,0.84,730.74,0.06,138.76,23,0.92
lists,"l""Ists",2,NN|VB,650.42,-0.52,238.24,33,0.97,531.85,-0.75,64.01,26,1
lit,"l""It",1,VB|JJ,595.67,-0.57,175.88,30,0.88,614.68,-0.55,111.7,28,1
litany,"l""I.4@.ni",1,NN,803.39,-0.07,213.48,18,0.51,782.42,0.18,317.09,19,0.79
liter,"l""i.4@`",1,NN,631.61,-0.5,206.07,33,0.97,664,-0.35,145.71,14,0.54
literacy,"l""I.4@`.r@.si",2,NN,630.85,-0.49,179.99,33,1,599.81,-0.47,124.66,27,1
literal,"l""I.4@`.r@l",2,JJ|NN,689.48,-0.45,284.66,33,1,648.88,-0.36,118.53,26,1
literalism,"l""I.4@`.r@l.%I.zm=",3,NN,837.74,0.26,239.83,31,1,897.29,0.42,376.66,24,0.89
literally,"l""I.4@`.r@l.i",3,RB,669.53,-0.37,184.16,34,1,633.42,-0.42,159.49,26,0.93
literalness,"l""I.4@`.r@l.n@s",3,NN,1023.63,0.9,487.52,19,0.63,848.82,0.61,206.92,17,0.71
literary,"l""I.4@`.r%E.ri",2,JJ,705.6,-0.4,248.79,30,0.91,658.18,-0.31,126,22,0.81
literate,"l""I.4@`.r@t",2,JJ,682.1,-0.31,166.42,30,0.97,724.36,-0.18,235.85,25,0.89
laced,"l""est",2,VB,763.31,-0.17,373.62,32,0.94,643.46,-0.45,155.91,28,1
lacerate,"l""a.s@`.ret",1,VB,798.25,0.22,256.65,28,0.85,837.64,0.23,272.11,25,0.96
lacerations,"l%a.s@`.r""e.Sn=z",3,NN,923.79,0.38,308.59,28,0.85,747.59,0.18,181.13,27,0.96
laces,"l""es.@z",2,NN|VB,702,-0.53,184.65,33,1,615.3,-0.55,104.17,27,1
lack,"l""ak",1,NN|VB,555.69,-0.68,84.17,32,0.94,553.29,-0.85,61.34,28,1
lacked,"l""akt",2,VB,700.87,-0.4,313.05,31,0.94,611.32,-0.61,105.66,25,0.93
lacerated,"l""a.s@`.r%e4.@d",2,VB,807.13,0.13,254.2,24,0.71,795.75,0.22,270.58,24,0.92
laceration,"l%a.s@`.r""e.Sn=",2,NN,813.19,0.15,183.35,27,0.79,835.88,0.38,287.27,26,1
lackadaisical,"l%a.k@.d""e.zIk.l=",2,JJ,1053.71,0.98,321.33,14,0.45,877.5,0.81,229.56,16,0.64
lackey,"l""a.ki",1,NN,803.9,0.08,251.54,21,0.62,622.04,-0.46,120.37,25,0.89
lackeys,"l""a.kiz",2,NN,866.71,0.32,236.8,21,0.6,682,-0.1,172.95,25,0.96
lacking,"l""ak.IN",2,VB,608.3,-0.57,143.62,33,0.97,533.93,-0.76,68.03,28,1
lacks,"l""aks",2,VB,679.63,-0.45,221.51,32,0.97,612.56,-0.53,243.69,27,1
lacquer,"l""a.k@`",1,NN|VB,829.65,0.53,239.55,17,0.52,834.25,0.17,236.16,20,0.77
lacquered,"l""a.k@`d",2,VB,883.04,0.46,417.89,23,0.72,833.24,0.27,341.43,21,0.84
lacrosse,"l@.kr""Os",1,NN,783.03,0.04,182.98,36,1,695.11,-0.26,150.85,27,1
lactate,"l""ak.tet",1,VB,960.56,0.55,393.93,25,0.76,794.74,0.25,241.52,27,0.96
lactating,"l""ak.te4.IN",2,VB|NN|JJ,952.58,0.54,246.95,26,0.79,834.23,0.37,186.08,26,0.96
lactation,"lak.t""e.Sn=",2,NN,951,0.59,404.33,17,0.53,904.92,0.54,279.78,24,1
lactic,"l""ak.tIk",1,JJ,770.83,0.24,303.6,23,0.66,717.05,0.04,249.66,22,0.88
lactose,"l""ak.tos",1,NN,801.93,0.11,309.92,30,0.91,635.39,-0.3,121.97,28,1
lacy,"l""es.i",2,JJ,784.72,-0.19,387.22,32,0.97,558.19,-0.77,101.6,27,0.96
lad,"l""ad",1,NN,628.3,-0.33,160.69,33,1,609.36,-0.61,195.68,25,0.96
ladder,"l""a.4@`",1,NN,569.41,-0.63,121.96,32,0.94,566,-0.71,110.96,26,1
laddie,"l""a4.i",2,NN,799.82,0.21,285.31,22,0.67,778.95,0.06,210.61,21,0.75
laden,"l""e.dn=",1,JJ,780.55,0.02,157.12,29,0.85,645.44,-0.39,168.22,25,0.86
ladies,"l""e.4iz",2,NN,539.39,-0.78,99.72,33,1,611.74,-0.58,145.21,27,1
ladle,"l""e.4l=",1,NN|VB,796.52,-0.05,275.12,27,0.82,804.72,0.09,188,25,0.89
lads,"l""adz",2,NN,777.78,-0.12,285.37,32,0.94,558.88,-0.69,84.07,26,1
lad's,"l""adz",2,encl,869.96,0.18,283.25,25,0.78,691.52,-0.24,304.8,27,1
lady,"l""e.4i",1,NN,543.85,-0.8,149.75,33,0.97,577.57,-0.64,139.37,28,1
ladybird,"l""e.4i.b%3`d",2,NN,732.63,0,192.89,30,0.94,664.07,-0.3,165.41,28,1
ladybug,"l""e.4i.b%Vg",2,NN,643.65,-0.41,177.01,31,0.94,611.93,-0.46,96.54,28,1
ladylike,"l""e.4i.l%aIk",2,JJ|RB,685.55,-0.29,187.56,31,0.97,621.73,-0.48,109.65,26,0.96
lady's,"l""e.4iz",2,encl,621.55,-0.66,161.76,33,0.97,613.81,-0.6,178.76,27,0.96
ladyship,"l""e.4i.S%Ip",2,NN,833.9,0.23,255.69,29,0.91,637.18,-0.28,128.64,28,1
lag,"l""ag",1,NN|VB,759.79,-0.12,404.32,29,0.88,545.46,-0.77,102.2,28,1
lager,"l""A.g@`",1,NN,826.11,0.16,287.23,19,0.58,689.1,-0.16,166.01,20,0.8
lagers,"l""A.g@`z",2,NN,877.33,0.22,192.25,12,0.35,824.69,0.2,276.34,16,0.62
laggard,"l""ag.@`d",2,JJ|NN,780.75,0.03,261.65,16,0.47,711.92,-0.14,177.18,25,0.89
lagged,"l""agd",2,VB,799.93,-0.12,391.22,27,0.79,643.84,-0.46,139.56,25,0.93
lagoon,"l@.g""un",1,NN,701.94,-0.23,224.78,33,0.97,671.5,-0.26,150.63,28,1
lagoons,"l@.g""unz",2,NN,737.23,0,220.43,30,0.88,654.33,-0.4,130.63,27,1
lags,"l""agz",2,VB|NN,720.04,-0.16,188.8,24,0.71,619.89,-0.54,183.05,28,1
laguna,"l@g""un@",NULL,NULL,991.92,0.43,232.94,12,0.41,838.2,0.47,315.13,15,0.94
laid,"l""ed",2,VB|JJ,653.73,-0.56,270.79,33,0.97,603.81,-0.49,168.34,27,1
lain,"l""en",2,VB,995.1,0.28,485.1,21,0.64,588.45,-0.67,132.86,20,0.87
lair,"l""Er",1,NN,687.26,-0.15,225.66,23,0.7,636.45,-0.46,198.09,20,0.74
laird,"l""Erd",1,NN,910.22,0.4,316.75,9,0.26,734.83,-0.13,204.13,12,0.52
lairs,"l""Erz",2,NN|VB,787.57,0.18,272.35,23,0.7,625.57,-0.49,120.3,21,0.81
laity,"l""e@.4i",1,NN,800.15,-0.11,312.24,13,0.39,731.44,0.1,136.5,16,0.62
lake,"l""ek",1,NN,589.82,-0.68,160.41,33,1,530.81,-0.8,125.54,27,1
lakes,"l""eks",2,NN,629.79,-0.53,205.9,33,1,535.93,-0.82,74.67,28,1
Lama,"l""A.m@",1,NN,786.19,0.08,251.72,26,0.76,604,-0.47,124.74,24,0.89
lamb,"l""am",1,NN,554.53,-0.8,151.72,32,0.97,577.22,-0.71,112.96,27,1
lambast,"lam.b""ast",1,VB,734.6,0.19,231.92,10,0.29,734.82,-0.01,186.17,17,0.61
lambs,"l""amz",2,NN,628.56,-0.62,233.77,34,1,569.77,-0.76,92.31,26,1
lambskin,"l""am.sk%In",2,NN,854.82,0.1,377.61,28,0.82,659.27,-0.25,175.58,26,1
lame,"l""em",1,JJ|NN|VB,603.37,-0.59,181.92,30,0.88,549.5,-0.69,81.37,26,1
lament,"l@.m""Ent",1,NN|VB,791.78,-0.06,383.94,32,0.94,657.71,-0.25,174.66,24,0.89
lamentation,"l%a.m@nt.""e.Sn=",2,NN,884.9,0.31,309.79,29,0.91,887.78,0.48,321.27,18,0.69
lamentations,"l%a.m@nt.""e.Sn=z",3,NN,974.22,0.61,328.98,27,0.87,989.67,0.85,322.38,21,0.84
laments,"l@.m""Ents",2,VB|NN,777.59,0.02,267.56,27,0.84,706.2,0,205.83,25,0.93
laminate,"l""a.m@.net",2,NN|JJ,835.07,0.2,262.99,30,0.94,702.19,-0.07,127.91,27,1
laminated,"l""a.m@.n%e4.@d",3,VB,723,-0.09,181.69,34,1,659.31,-0.23,139.15,26,1
laminating,"l""a.m@.n%e4.IN",3,VB|NN,893.64,0.27,283.76,28,0.9,786.14,0.04,219.35,28,1
lamp,"l""amp",1,NN,587.85,-0.73,160.97,34,1,556.48,-0.81,92.15,27,1
lamplight,"l""amp.l%aIt",2,NN,703.06,-0.28,284.66,31,0.94,698.57,-0.21,166.39,28,1
lampoon,"lam.p""un",1,VB,752.26,0.1,249.55,27,0.82,662.52,-0.35,182.62,27,0.96
lamppost,"l""amp.p%ost",2,NN,963.08,0.47,357.21,26,0.87,688.52,-0.22,194.13,27,1
lamplighter,"l""amp.l%aI4.@`",3,NN,903.42,0.48,313.33,31,0.94,693.48,-0.25,155.7,27,1
lamprey,"l""am.pri",1,NN,739.4,-0.19,243.15,5,0.16,701.11,0.05,198.49,18,0.67
lamps,"l""amps",2,NN,565.83,-0.7,134.62,30,0.94,580,-0.75,132.79,28,1
lampshade,"l""amp.S%ed",2,NN,778.97,0.03,241.87,34,0.97,658.19,-0.26,166.52,27,1
Lancaster,"l""aN.ka.st@`",1,NN,716.42,-0.05,175,33,0.97,686.04,-0.2,201.43,28,1
lance,"l""ans",1,NN|VB,709.91,-0.26,208.01,32,0.91,587.89,-0.59,149.58,28,1
lanced,"l""anst",2,VB|JJ,770,-0.05,417.22,27,0.79,602.15,-0.54,116.11,27,1
lancer,"l""ans.@`",2,NN,875.69,0.26,393.15,29,0.88,638.41,-0.51,151.03,29,1
lances,"l""ans.@z",2,NN|VB,696.63,-0.18,176.69,30,0.91,624.78,-0.56,174.52,27,1
land,"l""and",1,NN|VB,594.15,-0.68,187.87,33,0.97,565.79,-0.73,112.02,24,1
landed,"l""an4.@d",2,VB,673.03,-0.5,201.81,34,0.97,598.76,-0.52,142.02,25,1
lander,"l""an.4@`",1,NN,858.63,0.23,335.48,16,0.52,663.96,-0.42,158.8,26,0.96
landfall,"l""and.f%Ol",2,NN,661.34,-0.45,157.1,32,0.94,648.48,-0.39,154.4,27,1
landholder,"l""and.h%old.@`",3,NN,755.52,-0.1,189.77,33,0.94,692.85,-0.19,133.46,27,1
landing,"l""an4.IN",2,NN|VB,703.06,-0.34,407.23,34,1,636.93,-0.54,140.67,29,1
landings,"l""an4.INz",3,NN,626.78,-0.33,163.87,32,0.97,695.33,-0.27,275.05,27,0.96
landlady,"l""and.l%e.4i",2,NN,918.13,0.23,381.43,31,0.94,699.27,-0.2,134.12,26,0.96
landless,"l""and.l@s",2,JJ,843.6,0.2,381.18,30,0.88,617.36,-0.39,149.81,28,1
landlocked,"l""and.l%Akt",3,JJ,756.3,-0.1,220.1,33,0.97,670.32,-0.23,192.04,28,1
landlord,"l""and.l%Ord",2,NN,657.53,-0.39,262.26,32,0.97,616.36,-0.5,133.61,25,1
landlords,"l""and.l%Ordz",3,NN,722,-0.19,268.68,31,0.94,634.5,-0.43,113.32,26,0.93
landlubber,"l""and.l%V.b@`",2,NN,1090.29,1.01,510.78,14,0.45,829.85,0.46,224.95,26,1
landmark,"l""and.m%Ark",2,NN,677.28,-0.5,239.1,32,0.97,633.29,-0.48,239.1,28,1
landmarks,"l""and.m%Arks",3,NN,690.58,-0.42,244.14,33,0.97,607.96,-0.58,113.16,25,0.96
landmine,"l""and.m%aIn",2,NN|VB,988.18,0.66,347.8,28,0.82,714.89,-0.02,151.17,28,1
landowner,"l""and.%on.@`",3,NN,790.69,0.06,283.96,32,0.97,652.08,-0.23,110.24,26,1
landowners,"l""and.%on.@`z",4,NN,844,0.2,317.49,31,0.94,737.18,-0.04,199.53,28,1
landrover,"l""and.r%ov.@`",3,NN,970.3,0.7,349.9,23,0.74,768.04,-0.05,215.49,28,1
lands,"l""andz",2,NN|VB,631.35,-0.64,220.17,34,1,613.81,-0.55,166.54,27,1
land's,"l""andz",2,encl,606.74,-0.64,220.12,35,0.97,575.19,-0.71,111.61,27,1
landscape,"l""and.skep",2,NN,655.76,-0.47,295.94,34,1,580.62,-0.64,70.31,26,1
landscaped,"l""and.skept",3,VB|JJ,739.31,-0.19,220.13,32,0.94,616.22,-0.38,98.45,27,1
landscapes,"l""and.skeps",3,NN,781.06,-0.34,412.21,32,0.97,608.56,-0.5,137.56,27,1
landscaping,"l""and.sk%ep.IN",3,VB|NN,671.56,-0.35,212.01,34,1,629.42,-0.5,113.03,24,1
landslide,"l""and.sl%aId",2,NN,675.15,-0.36,187.81,33,1,668.7,-0.38,143.61,27,1
landslides,"l""and.sl%aIdz",3,NN,738.69,-0.14,272.99,32,1,688.79,-0.17,128.24,28,1
lane,"l""en",1,NN,668.81,-0.31,212.43,32,0.97,552.6,-0.82,114.19,25,1
lanes,"l""enz",2,NN,742.62,-0.23,346.87,29,0.91,596.77,-0.56,116.83,26,1
langsyne,"%laN""zaIn",NULL,RB|NN,1170.5,1.87,27.58,2,0.06,1089.3,1.34,385.46,10,0.43
language,"l""aN.gwIdZ",1,NN,671.41,-0.35,277.55,34,1,593.73,-0.69,130.73,26,1
languages,"l""aN.gwIdZ.@z",2,NN,636.36,-0.48,212.75,33,0.97,576.22,-0.82,84.66,27,1
languid,"l""aN.gwId",1,JJ,891.73,0.3,306.32,15,0.44,684.8,-0.13,135.36,20,0.74
languish,"l""aN.gwIS",1,VB,755.65,0.02,298.63,17,0.55,671.54,-0.32,152.97,28,1
languished,"l""aN.gwISt",2,VB,815.72,-0.05,345.32,29,0.88,718.56,-0.08,172.58,27,1
languishing,"l""aN.gwIS.IN",2,VB,859.96,0.36,404.38,28,0.88,747.61,0.12,270.29,28,1
languor,"l""aN.g@`",1,NN,779.6,0.18,194.12,5,0.15,775.82,0.08,185.41,11,0.41
lank,"l""aNk",1,JJ,838.43,0.18,378.3,14,0.41,572.37,-0.72,92.16,27,1
lanky,"l""aNk.i",2,JJ,742.26,-0.1,250.51,27,0.84,589.96,-0.66,91.57,23,0.96
lanolin,"l""a.n@.lIn",1,NN,905,0.37,340.04,19,0.56,840.27,0.52,258.4,22,0.81
lantern,"l""an.4@`n",1,NN,726.5,-0.12,270.13,32,0.97,612.55,-0.42,96.13,29,1
lanterns,"l""an.4@`nz",2,NN,769.29,-0.06,240.03,34,1,709.15,-0.16,240.83,26,1
lanyard,"l""an.j@`d",1,NN,948,0.49,322.36,14,0.41,836.1,0.42,228.17,20,0.87
Laos,"l""A.os",1,NN,776.67,0.25,175.77,12,0.35,736.53,0.02,226.52,17,0.65
Laotian,"le.""o.Sn=",2,JJ|NN,979.18,0.68,254.07,11,0.35,822.43,0.54,272.37,7,0.39
Laotians,"le.""o.Sn=z",3,NN,912.9,0.66,379.59,10,0.31,871,0.5,175.05,5,0.33
lap,"l""ap",1,NN|VB,625.82,-0.58,202.86,34,1,510.86,-0.9,87.98,28,1
lapdog,"""lap%dOg",NULL,NULL,843,0.31,342.72,29,0.91,659.43,-0.26,120.5,28,1
lapel,"l@.p""El",1,NN,770.91,-0.01,207.09,23,0.64,751,-0.09,138.45,17,0.68
lapels,"l@.p""Elz",2,NN,800.67,0.19,339.86,21,0.64,729.82,-0.06,240.59,22,0.79
lapidary,"l""a.p@.d%E.ri",1,JJ|NN,1046,1.76,185.26,2,0.06,915.5,0.56,248.17,12,0.5
lapped,"l""apt",2,VB,741.68,-0.19,295.48,31,0.94,606.31,-0.61,149.96,26,1
lapping,"l""ap.IN",2,VB,796.97,-0.1,394.24,30,0.91,578.04,-0.69,78.86,26,0.96
laps,"l""aps",2,NN|VB,639.19,-0.39,220.83,32,0.94,567.11,-0.71,134.69,27,1
lapse,"l""aps",1,NN|VB,701.54,-0.39,244.98,28,0.88,623.07,-0.46,156.63,27,1
lapsed,"l""apst",2,JJ|VB,743.07,-0.26,317.1,30,0.94,574.36,-0.66,84.68,28,1
lapses,"l""aps.@z",2,NN|VB,792.12,0.03,211.6,25,0.76,640.58,-0.35,104.59,24,0.96
lapsing,"l""aps.IN",2,VB|NN,847.77,0.2,308.68,26,0.76,579.15,-0.67,87.92,27,0.96
larceny,"l""Ar.s@.ni",2,NN,788.7,0.1,237.48,20,0.61,798.92,0.05,268.86,26,0.96
lard,"l""Ard",1,NN,700.75,-0.19,211.93,28,0.8,579,-0.61,105.31,29,1
larder,"l""Ar.4@`",1,NN,775,-0.04,255.48,11,0.32,658.5,-0.43,154.77,24,0.96
Laredo,"l@`.r""e.4o",1,NN,809.5,0.21,217.26,22,0.61,813.53,0.16,388.04,17,0.65
large,"l""ArdZ",1,JJ|RB|NN,642.47,-0.61,370.52,32,0.97,635.75,-0.44,306.33,28,1
largely,"l""ArdZ.li",2,RB,632.5,-0.47,185.28,32,0.94,646.78,-0.42,146.96,27,1
larger,"l""ArdZ.@`",2,JJ|NN,616.88,-0.52,246.31,33,0.97,601.71,-0.58,140.54,28,0.97
largesse,"lAr.dZ""Es",1,NN,759.33,0.6,82.23,6,0.19,796,0.53,288.36,9,0.41
largest,"l""ArdZ.Ist",2,JJ|RB,587.32,-0.65,222.18,31,0.94,580.85,-0.71,89.88,27,1
lark,"l""Ark",1,NN|VB,655.06,-0.43,228.88,32,0.94,573.5,-0.66,156.53,28,1
larks,"l""Arks",2,NN|VB,680.35,-0.29,181.33,31,0.91,538.33,-0.78,67.09,27,0.96
larkspur,"l""Ark.sp3`",2,NN,951.89,0.58,325.21,9,0.27,805.42,0.3,297.87,24,0.96
Larry,"l""a.ri",1,NN,595.73,-0.66,174.08,33,1,600.26,-0.54,89.84,27,1
larva,"l""Ar.v@",2,NN,810.19,0.17,290.23,26,0.79,660.08,-0.34,127.7,26,0.96
larvae,"l""Ar.vi",2,NN,823.19,0.29,226.41,21,0.64,751.42,0.14,217.11,24,0.89
larval,"l""Ar.vl=",2,JJ,828.1,0.63,354.36,10,0.31,669.56,-0.16,166.38,27,0.93
larynx,"l""a.rINks",1,NN,894.08,0.36,280.6,26,0.79,727.31,-0.17,177.54,26,0.96
lasagna,"lAs""Anj@",NULL,NULL,798.85,-0.06,310.58,33,0.97,769.5,-0.02,218.66,26,0.96
laryngitis,"l%a.r@n.dZ""aI.4@s",2,NN,876.14,0.73,274.35,22,0.67,944.1,0.99,276.73,20,0.91
lascivious,"l@.s""I.vi@s",1,JJ,961.88,0.85,384.02,17,0.53,920.29,0.96,256.32,7,0.33
laser,"l""e.z@`",1,NN,578.56,-0.66,165.32,32,1,603.85,-0.56,173.55,26,1
lash,"l""aS",1,NN|VB,702.73,-0.19,282.83,33,0.94,555.78,-0.74,85.71,27,1
lashed,"l""aSt",2,VB,701.38,-0.35,212.72,32,1,555.36,-0.77,110.95,28,1
lashes,"l""aS.@z",2,NN|VB,682.71,-0.4,358.09,34,1,589.31,-0.64,146.93,26,1
lashing,"l""aS.IN",2,VB,646.38,-0.47,159.89,34,1,610.93,-0.55,122.76,27,1
lashings,"l""aS.INz",3,NN,788.71,0.13,279.79,28,0.9,573.07,-0.62,88.91,27,0.96
lass,"l""as",1,NN,766.68,-0.09,459.94,22,0.67,578.88,-0.62,111.14,26,1
lasses,"l""as.@z",2,NN,864.39,0.3,317.23,18,0.56,642.08,-0.39,139.35,25,0.93
lassie,"l""as.i",2,NN,812.4,-0.03,300.98,25,0.78,588.92,-0.51,103.64,26,0.96
lasso,"l""a.so",1,NN|VB,750.26,-0.15,180.71,23,0.7,630.56,-0.55,116.93,27,1
last,"l""ast",1,JJ|NN|VB|RB,548.13,-0.79,115.11,32,0.97,581.04,-0.77,175.63,27,1
lasted,"l""ast.@d",2,VB,670.52,-0.25,185.04,29,0.85,601.78,-0.64,122.39,27,0.96
lasting,"l""ast.IN",2,VB|NN,628.31,-0.65,198.9,32,0.97,567.74,-0.7,82.62,27,0.96
lastly,"l""ast.li",2,RB,748.12,-0.33,299.64,33,1,606.69,-0.46,105.67,26,0.96
lasts,"l""asts",2,VB,674.91,-0.45,260.84,34,1,614.78,-0.56,150.77,27,1
latch,"l""atS",1,NN,599.58,-0.55,143.9,33,1,620.21,-0.51,291.68,28,1
latched,"l""atSt",2,JJ|VB,761.91,-0.09,198.14,32,0.97,613.7,-0.44,124.92,27,1
latches,"l""atS.@z",2,NN,673.97,-0.32,178.36,32,0.91,697.27,-0.36,287.48,26,1
latchkey,"l""atS.k%i",2,NN,983.11,0.41,401.6,28,0.85,707.04,0.11,160.68,25,0.93
late,"l""et",1,JJ|RB,551.8,-0.8,131.02,30,0.94,535.81,-0.87,63.26,26,1
latecomer,"l""et.k%Vm.@`",3,NN,1026.91,0.71,438.95,22,0.61,772.04,0.01,278.67,26,1
lately,"l""et.li",2,RB,644.94,-0.48,231.76,32,0.97,588.27,-0.62,119.62,26,1
latency,"l""e.tn=.si",2,NN,710.52,-0.26,143.83,31,0.91,715.96,-0.03,223.85,27,0.96
latent,"l""e.tn=t",2,JJ,671.13,-0.46,199.89,30,0.88,639.78,-0.32,115.33,27,0.96
later,"l""e4.@`",2,RB|JJ,630.44,-0.6,191.41,34,1,590.61,-0.52,141.05,28,1
lateral,"l""a.4@`.r@l",1,JJ|NN,657.03,-0.38,178.63,32,0.91,627.15,-0.54,142.38,27,0.96
latest,"l""e4.Ist",2,JJ,579.94,-0.72,170.82,31,0.91,607.63,-0.53,117.21,27,1
latex,"l""e.tEks",1,NN,736.77,-0.22,295.42,31,0.94,630.62,-0.52,101.94,26,1
lath,"l""aT",1,NN|VB,700.43,0.09,269.65,7,0.21,600.86,-0.63,96.78,21,0.75
lathe,"l""eD",1,NN,729.2,0.05,192.98,15,0.44,719,-0.08,94.59,15,0.58
lather,"l""a.D@`",1,NN|VB,678.29,-0.31,207.82,31,0.89,613.63,-0.55,193.1,27,0.96
lathered,"l""a.D@`d",2,VB|JJ,763.79,-0.04,202.37,28,0.85,665.46,-0.22,148.8,28,0.97
lathes,"l""eDz",2,NN,912.22,0.42,497.82,9,0.27,793,0.09,203.12,16,0.59
